ID,NAME,LAT,LNG,DESCRIPTION,IMAGE,USER
561,Place561,-48.78451,-150.53049,Description561,10,24
562,Place562,52.60355,-10.82054,Description562,10,24
563,Place563,-17.32683,-163.27041,Description563,2,24
564,Place564,-56.96974,85.40966,Description564,,24
565,Place565,4.78213,71.25259,Description565,2,24
566,Place566,-67.41081,35.05266,Description566,7,24
567,Place567,-67.97986,-55.35056,Description567,6,24
568,Place568,-37.02578,-32.66863,Description568,7,24
569,Place569,19.88634,83.69596,Description569,5,24
570,Place570,-5.19002,24.27303,Description570,6,24
571,Place571,50.69924,-68.98809,Description571,7,24
572,Place572,37.90896,58.37174,Description572,10,24
573,Place573,-1.96941,-147.55358,Description573,3,24
574,Place574,-43.63735,-121.62118,Description574,6,24
575,Place575,30.47842,92.38264,Description575,,24
576,Place576,1.02003,-153.59864,Description576,7,24
577,Place577,-36.81359,44.5035,Description577,6,24
578,Place578,-46.93489,42.00834,Description578,8,24
579,Place579,11.62941,-97.78126,Description579,6,24
580,Place580,27.79506,72.94618,Description580,3,24
581,Place581,-54.27985,-71.77988,Description581,,25
582,Place582,-52.60841,102.99484,Description582,,25
583,Place583,39.44311,127.35285,Description583,2,25
584,Place584,-86.82203,-130.68821,Description584,5,25
585,Place585,1.15084,-149.66815,Description585,5,25
586,Place586,-28.63434,142.10895,Description586,3,25
587,Place587,38.47208,64.26947,Description587,3,25
588,Place588,9.18426,162.38597,Description588,3,25
589,Place589,6.31936,179.2931,Description589,3,25
590,Place590,-9.7258,-130.50206,Description590,7,25
591,Place591,-62.29864,177.26659,Description591,8,25
592,Place592,-36.43974,171.70856,Description592,,25
593,Place593,16.06599,79.72882,Description593,,25
594,Place594,-52.73452,-99.52827,Description594,10,25
595,Place595,56.37479,65.32735,Description595,7,25
596,Place596,37.90098,-2.40601,Description596,7,25
597,Place597,31.24924,-167.20608,Description597,,25
598,Place598,-1.51789,177.08012,Description598,8,25
599,Place599,7.43537,54.36635,Description599,2,25
600,Place600,3.52223,-170.16345,Description600,5,25
601,Place601,-16.44504,-83.41112,Description601,3,25
602,Place602,-40.4302,24.62002,Description602,,25
603,Place603,-33.61232,-37.83998,Description603,5,25
604,Place604,-27.08678,-55.98311,Description604,,25
605,Place605,-11.633,44.15112,Description605,10,25
606,Place606,-32.69786,174.8566,Description606,2,25
607,Place607,22.76351,-162.96804,Description607,10,25
608,Place608,-26.41944,-65.95868,Description608,8,25
609,Place609,7.59648,55.72605,Description609,6,25
610,Place610,-59.62706,-53.36541,Description610,7,25
611,Place611,-47.67394,-32.10279,Description611,6,25
612,Place612,-45.82,-14.14541,Description612,2,25
613,Place613,-76.23042,-168.44552,Description613,6,25
614,Place614,20.70145,90.68673,Description614,10,25
615,Place615,5.6029,-36.96134,Description615,8,25
616,Place616,-12.60199,-74.54009,Description616,2,26
617,Place617,-3.49644,130.80095,Description617,10,26
618,Place618,-30.63944,-89.42331,Description618,6,26
619,Place619,48.69558,122.96129,Description619,10,26
620,Place620,32.11857,-35.14414,Description620,5,26
621,Place621,37.88414,-57.29199,Description621,,26
622,Place622,54.48657,-95.47524,Description622,5,26
623,Place623,16.10494,50.12484,Description623,8,26
624,Place624,-40.73785,4.59663,Description624,10,26
625,Place625,-29.14379,-93.92698,Description625,,26
626,Place626,24.35537,95.04891,Description626,8,26
627,Place627,37.22686,-98.84477,Description627,5,26
628,Place628,25.51404,116.70827,Description628,6,26
629,Place629,-37.28949,33.30375,Description629,3,26
630,Place630,37.75651,-3.55185,Description630,7,26
631,Place631,-6.60527,-92.67581,Description631,,26
632,Place632,-8.53574,161.61618,Description632,3,26
633,Place633,-43.42221,-63.80198,Description633,,26
634,Place634,52.75645,-143.65235,Description634,2,26
635,Place635,-55.95595,40.91159,Description635,2,26
636,Place636,-14.7837,100.60123,Description636,2,26
637,Place637,-42.86529,67.6529,Description637,8,26
638,Place638,4.15846,-121.41999,Description638,2,26
639,Place639,39.4583,25.11356,Description639,8,26
640,Place640,7.83605,-75.91461,Description640,6,26
641,Place641,45.33362,-161.71155,Description641,5,26
642,Place642,6.9952,152.16207,Description642,5,26
643,Place643,4.55258,174.76441,Description643,7,26
644,Place644,-21.25282,-88.96288,Description644,6,26
645,Place645,-11.80321,16.28911,Description645,6,26
646,Place646,-43.85369,-168.08287,Description646,6,26
647,Place647,47.42211,-23.95877,Description647,3,26
648,Place648,-27.30881,11.40642,Description648,5,26
649,Place649,-31.21906,-50.94754,Description649,,26
650,Place650,87.15431,108.18954,Description650,,27
651,Place651,22.15661,-45.55605,Description651,2,27
652,Place652,-17.5079,-179.33604,Description652,8,27
653,Place653,-69.79278,5.81058,Description653,,27
654,Place654,65.45381,108.63268,Description654,2,27
655,Place655,-4.4217,110.56542,Description655,2,27
656,Place656,-58.77891,-99.16504,Description656,7,27
657,Place657,-27.38855,-168.41981,Description657,7,27
658,Place658,54.97544,-83.77055,Description658,7,27
659,Place659,-8.78188,-90.31774,Description659,,27
660,Place660,47.39682,154.60348,Description660,3,27
661,Place661,20.90594,-68.37665,Description661,6,27
662,Place662,4.81377,-30.1143,Description662,2,27
663,Place663,14.39055,39.12786,Description663,2,27
664,Place664,58.13346,47.71514,Description664,10,27
665,Place665,8.4962,177.23706,Description665,6,27
666,Place666,12.3825,174.92479,Description666,,27
667,Place667,-45.6641,11.39415,Description667,3,27
668,Place668,-38.16842,-90.19746,Description668,2,27
669,Place669,-2.19685,-43.54023,Description669,,27
670,Place670,-26.30899,176.45841,Description670,7,27
671,Place671,76.70777,-82.07362,Description671,10,27
672,Place672,2.33321,-22.2064,Description672,,27
673,Place673,-40.16393,157.9329,Description673,6,27
674,Place674,37.77697,-117.50849,Description674,3,27
675,Place675,-63.04431,-42.52397,Description675,3,27
676,Place676,52.5131,12.84418,Description676,6,27
677,Place677,-60.38303,1.32707,Description677,6,27
678,Place678,27.96211,81.33328,Description678,3,27
679,Place679,-62.73923,43.69635,Description679,10,28
680,Place680,65.24696,-98.16079,Description680,,28
681,Place681,52.04982,150.18055,Description681,3,28
682,Place682,18.91618,-42.43086,Description682,8,29
683,Place683,-11.99563,80.0057,Description683,2,29
684,Place684,31.27063,122.43881,Description684,,29
685,Place685,30.08865,47.24797,Description685,2,29
686,Place686,0.62955,-159.67787,Description686,8,29
687,Place687,-24.84022,53.82167,Description687,5,29
688,Place688,-62.67234,93.48053,Description688,2,29
689,Place689,-2.17275,-67.22136,Description689,,29
690,Place690,-58.87106,172.7992,Description690,5,29
691,Place691,14.05846,48.87004,Description691,3,29
692,Place692,-14.14502,-158.12803,Description692,2,29
693,Place693,40.23514,26.13085,Description693,2,29
694,Place694,30.29761,-98.77321,Description694,,29
695,Place695,-68.89169,14.06021,Description695,5,29
696,Place696,59.13927,-5.58375,Description696,7,29
697,Place697,-6.31974,104.63524,Description697,10,29
698,Place698,-23.6985,148.0471,Description698,7,29
699,Place699,11.72625,-121.97343,Description699,2,29
700,Place700,-47.05146,94.49394,Description700,8,29
701,Place701,-4.40504,-117.38488,Description701,10,29
702,Place702,24.16042,17.456,Description702,3,29
703,Place703,-0.3162,90.23291,Description703,10,29
704,Place704,-8.13198,111.45506,Description704,,29
705,Place705,-30.34991,-26.38704,Description705,2,29
706,Place706,-52.86091,94.5872,Description706,6,29
707,Place707,-9.6857,-24.55318,Description707,3,29
708,Place708,25.4982,-133.33355,Description708,2,29
709,Place709,-64.57689,79.48314,Description709,,30
710,Place710,-24.84231,-132.46983,Description710,,30
711,Place711,36.95854,20.91179,Description711,2,30
712,Place712,2.82492,170.09268,Description712,2,30
713,Place713,38.95457,-12.56237,Description713,10,30
714,Place714,62.98969,-94.75685,Description714,2,30
715,Place715,-62.59242,134.05617,Description715,,30
716,Place716,24.76084,48.31773,Description716,6,30
717,Place717,-35.52833,-117.35697,Description717,,30
718,Place718,-8.43022,83.43503,Description718,5,30
719,Place719,47.8405,91.36307,Description719,7,30
720,Place720,32.00604,-75.46059,Description720,10,30
721,Place721,-42.89229,65.64149,Description721,2,30
722,Place722,-15.04514,-117.9878,Description722,3,30
723,Place723,-51.40685,-23.70446,Description723,6,30
724,Place724,-39.53495,126.9726,Description724,3,30
725,Place725,-39.48614,45.95181,Description725,8,30
726,Place726,-59.08469,136.15295,Description726,,30
727,Place727,15.77197,-128.65335,Description727,,30
728,Place728,16.0874,169.81167,Description728,6,30
729,Place729,-26.46447,-35.13494,Description729,7,30
730,Place730,-1.70758,119.20264,Description730,3,30
731,Place731,62.137,-100.99216,Description731,6,30
732,Place732,70.53662,-79.29268,Description732,7,30
733,Place733,-36.84292,-35.15665,Description733,,30
734,Place734,47.44311,137.23224,Description734,10,30
735,Place735,-6.6999,-172.48557,Description735,6,31
736,Place736,41.10394,-45.02514,Description736,,31
737,Place737,-63.45088,114.59301,Description737,6,31
738,Place738,-10.97077,14.25577,Description738,7,31
739,Place739,-69.19622,54.20019,Description739,3,31
740,Place740,-35.53952,-66.57616,Description740,5,31
741,Place741,-15.99802,-22.17005,Description741,3,32
742,Place742,-22.5966,-147.8559,Description742,8,32
743,Place743,21.58634,112.6148,Description743,,32
744,Place744,59.8478,-36.67628,Description744,2,32
745,Place745,4.23348,-158.06516,Description745,5,32
746,Place746,23.61607,-134.19731,Description746,,32
747,Place747,11.07756,-163.35298,Description747,2,32
748,Place748,-50.08597,-58.99555,Description748,3,32
749,Place749,-2.19513,108.60496,Description749,3,32
750,Place750,14.91346,-157.71245,Description750,8,32
751,Place751,79.95642,141.24803,Description751,5,32
752,Place752,77.04899,13.64361,Description752,2,32
753,Place753,63.82663,147.53927,Description753,5,32
754,Place754,7.48459,-14.48149,Description754,3,32
755,Place755,67.46328,95.72895,Description755,6,32
756,Place756,-16.23027,-63.12137,Description756,5,32
757,Place757,-52.09586,-133.36347,Description757,8,32
758,Place758,-35.71846,-49.01243,Description758,5,32
759,Place759,-20.05086,-163.82466,Description759,5,32
760,Place760,12.66315,156.59286,Description760,2,32
761,Place761,10.23463,162.60965,Description761,8,32
762,Place762,34.15863,133.96227,Description762,8,32
763,Place763,-17.87011,-130.58517,Description763,7,32
764,Place764,17.78479,42.85971,Description764,2,32
765,Place765,19.75489,-75.64425,Description765,,32
766,Place766,5.21711,71.07547,Description766,7,32
767,Place767,-77.29994,45.79257,Description767,7,32
768,Place768,28.7622,-79.64599,Description768,6,32
769,Place769,10.30395,-88.77296,Description769,8,32
770,Place770,-84.72822,98.99324,Description770,,32
771,Place771,62.73201,-36.619,Description771,8,32
772,Place772,21.25796,-117.32366,Description772,,32
773,Place773,41.79579,131.51581,Description773,3,32
774,Place774,46.26187,50.32312,Description774,5,32
775,Place775,8.24615,141.32597,Description775,6,32
776,Place776,61.39574,138.27921,Description776,7,32
777,Place777,-65.13341,167.27947,Description777,6,32
778,Place778,52.98628,142.31667,Description778,2,32
779,Place779,3.04792,-23.37063,Description779,,32
780,Place780,-44.49977,-73.32124,Description780,,32
781,Place781,-49.31685,100.36141,Description781,,32
782,Place782,25.08761,-175.19592,Description782,3,32
783,Place783,-61.94282,-177.01046,Description783,2,32
784,Place784,37.42204,-114.51635,Description784,7,32
785,Place785,-75.81532,133.14074,Description785,7,32
786,Place786,-46.94264,64.63306,Description786,5,32
787,Place787,-26.55623,75.69279,Description787,2,32
788,Place788,-45.66306,-70.21632,Description788,5,32
789,Place789,-11.37361,-54.6622,Description789,10,32
790,Place790,-51.0128,61.40129,Description790,6,32
791,Place791,-12.59943,93.11251,Description791,7,33
792,Place792,55.19472,30.47062,Description792,8,33
793,Place793,-49.46771,-108.87698,Description793,2,33
794,Place794,32.72892,-7.69663,Description794,3,33
795,Place795,64.1347,-41.35946,Description795,2,33
796,Place796,70.23218,-1.35516,Description796,6,33
797,Place797,54.76648,-40.43575,Description797,7,33
798,Place798,-7.00331,-29.18895,Description798,2,33
799,Place799,-37.75193,9.65267,Description799,3,33
800,Place800,21.25453,-54.11172,Description800,,33
801,Place801,-29.15806,-23.53147,Description801,3,33
802,Place802,-27.2349,26.28717,Description802,6,33
803,Place803,43.38755,-6.7822,Description803,6,33
804,Place804,66.31765,87.45272,Description804,5,33
805,Place805,-8.04868,30.59095,Description805,7,34
806,Place806,-44.37058,127.68883,Description806,2,34
807,Place807,-45.03378,139.14986,Description807,6,34
808,Place808,-31.025,-118.32018,Description808,3,34
809,Place809,35.54335,162.14182,Description809,2,35
810,Place810,36.08368,-7.49101,Description810,6,35
811,Place811,-46.07224,-4.55198,Description811,8,35
812,Place812,23.33897,-45.28233,Description812,3,35
813,Place813,77.2357,-173.29637,Description813,7,35
814,Place814,-18.34376,33.20651,Description814,3,35
815,Place815,29.47794,-49.70007,Description815,,35
816,Place816,-28.11218,82.82256,Description816,7,35
817,Place817,-6.23572,-144.65428,Description817,8,35
818,Place818,-48.90983,175.96652,Description818,2,35
819,Place819,-44.41245,12.54605,Description819,8,36
820,Place820,-58.19666,119.51596,Description820,3,36
821,Place821,-1.05482,-89.48799,Description821,3,36
822,Place822,9.30202,55.51936,Description822,6,36
823,Place823,-57.26285,-62.04627,Description823,2,36
824,Place824,-33.91763,-147.57506,Description824,6,36
825,Place825,25.89647,-79.64806,Description825,8,36
826,Place826,52.32598,69.20315,Description826,2,36
827,Place827,-15.62178,146.57423,Description827,2,36
828,Place828,4.60729,-160.11515,Description828,3,36
829,Place829,45.76134,-23.17134,Description829,5,36
830,Place830,27.68756,142.59621,Description830,,36
831,Place831,22.88671,-12.42938,Description831,6,36
832,Place832,43.17407,29.34666,Description832,5,36
833,Place833,53.35059,8.70793,Description833,3,36
834,Place834,-28.97889,-122.8197,Description834,7,36
835,Place835,-41.77441,-98.98496,Description835,5,36
836,Place836,-41.05755,42.90185,Description836,6,36
837,Place837,-30.23815,-82.82037,Description837,8,37
838,Place838,20.1365,128.96626,Description838,3,37
839,Place839,23.25921,74.58567,Description839,8,37
840,Place840,-15.42872,37.2371,Description840,3,37
841,Place841,48.7303,-108.02618,Description841,5,37
842,Place842,-47.29428,-28.48233,Description842,10,37
843,Place843,5.28165,-13.36637,Description843,,37
844,Place844,25.94453,-31.25765,Description844,3,37
845,Place845,17.22732,-121.7943,Description845,3,37
846,Place846,86.31681,-174.43768,Description846,8,37
847,Place847,15.20781,-115.11028,Description847,7,37
848,Place848,-41.99067,95.88964,Description848,10,37
849,Place849,0.12386,144.87644,Description849,,37
850,Place850,-50.31779,71.68113,Description850,,37
851,Place851,14.17783,-51.69326,Description851,8,37
852,Place852,-21.56152,140.77835,Description852,2,37
853,Place853,-23.36015,65.84285,Description853,5,37
854,Place854,-69.9721,177.11042,Description854,3,37
855,Place855,12.12985,-179.73199,Description855,7,37
856,Place856,-69.98727,149.40326,Description856,8,37
857,Place857,10.92645,-67.1435,Description857,3,37
858,Place858,-30.22965,4.75572,Description858,3,37
859,Place859,9.96175,-152.56157,Description859,7,37
860,Place860,51.94959,-56.56659,Description860,7,37
861,Place861,-15.12816,-134.72191,Description861,8,37
862,Place862,-9.01548,95.47937,Description862,8,37
863,Place863,46.03742,155.16893,Description863,7,37
864,Place864,48.28004,137.99987,Description864,10,37
865,Place865,-41.3532,61.65708,Description865,,38
866,Place866,13.84356,-66.73956,Description866,7,38
867,Place867,-8.63282,-3.21677,Description867,5,38
868,Place868,-60.57691,-124.06889,Description868,3,38
869,Place869,-19.9867,17.11196,Description869,8,38
870,Place870,-76.71678,75.90321,Description870,7,38
871,Place871,-48.40876,20.16424,Description871,10,38
872,Place872,76.64091,-166.13836,Description872,10,38
873,Place873,48.02437,-129.58751,Description873,5,38
874,Place874,-2.1933,-90.19093,Description874,2,38
875,Place875,0.60188,30.1189,Description875,6,38
876,Place876,4.31871,-23.60011,Description876,8,38
877,Place877,-23.28167,26.49027,Description877,6,38
878,Place878,-8.82849,-149.63396,Description878,8,38
879,Place879,24.87791,120.38881,Description879,2,38
880,Place880,-42.38602,64.74475,Description880,3,38
881,Place881,24.63141,57.68768,Description881,5,38
882,Place882,5.59669,-156.96332,Description882,8,38
883,Place883,-5.98294,64.25877,Description883,2,38
884,Place884,-34.1222,58.06371,Description884,3,38
885,Place885,-13.76279,82.36249,Description885,6,38
886,Place886,28.71986,-73.05516,Description886,8,38
887,Place887,-60.14169,-127.13023,Description887,5,38
888,Place888,-16.44437,-19.49351,Description888,10,38
889,Place889,76.09883,123.00109,Description889,10,39
890,Place890,-23.34601,4.83614,Description890,3,39
891,Place891,-11.19551,30.13883,Description891,3,39
892,Place892,-7.76935,-35.72767,Description892,,39
893,Place893,-14.43769,57.24979,Description893,10,39
894,Place894,-57.79162,64.41173,Description894,5,39
895,Place895,82.05467,71.93193,Description895,10,39
896,Place896,17.99486,16.87463,Description896,3,39
897,Place897,-31.2656,-99.19712,Description897,6,39
898,Place898,51.2079,-4.13321,Description898,2,39
899,Place899,-57.92035,-142.48902,Description899,5,39
900,Place900,-34.66423,38.38623,Description900,8,39
901,Place901,46.71215,-66.90943,Description901,6,39
902,Place902,-15.04139,-76.48642,Description902,8,39
903,Place903,-52.50322,21.51065,Description903,3,39
904,Place904,-21.04219,-55.85946,Description904,,40
905,Place905,-39.25262,9.93481,Description905,,40
906,Place906,-1.57805,-53.27373,Description906,7,40
907,Place907,44.22335,146.7133,Description907,10,40
908,Place908,-77.14636,-0.86479,Description908,6,40
909,Place909,-41.13499,-128.46812,Description909,6,40
910,Place910,23.87523,-92.14285,Description910,6,40
911,Place911,13.23575,-7.45538,Description911,2,40
912,Place912,2.56196,89.16882,Description912,7,40
913,Place913,0.88186,102.1399,Description913,2,40
914,Place914,-29.57794,111.8043,Description914,2,40
915,Place915,18.66411,53.9114,Description915,10,40
916,Place916,-15.95812,-37.63545,Description916,10,40
917,Place917,41.0541,-30.46467,Description917,6,40
918,Place918,-61.84793,126.54349,Description918,8,40
919,Place919,-28.05199,-115.34167,Description919,5,40
920,Place920,-33.02257,-145.66514,Description920,,40
921,Place921,5.40805,-77.1544,Description921,5,41
922,Place922,29.56417,148.3988,Description922,7,41
923,Place923,32.89421,-131.3357,Description923,7,41
924,Place924,62.53605,80.68152,Description924,8,41
925,Place925,-32.94505,-88.39101,Description925,3,41
926,Place926,-52.63883,-82.66001,Description926,7,41
927,Place927,3.10234,-118.38875,Description927,,41
928,Place928,-6.01838,-172.02136,Description928,10,41
929,Place929,-4.59485,142.41894,Description929,3,41
930,Place930,-5.49325,34.01266,Description930,7,41
931,Place931,10.06694,-90.4276,Description931,2,41
932,Place932,7.20842,20.80447,Description932,5,41
933,Place933,-48.24162,-21.10947,Description933,10,41
934,Place934,70.33127,104.15317,Description934,2,41
935,Place935,-25.81293,-140.62622,Description935,8,41
936,Place936,12.59348,42.92838,Description936,2,41
937,Place937,49.91836,94.7697,Description937,7,41
938,Place938,43.04808,168.04638,Description938,10,41
939,Place939,-27.18341,14.56014,Description939,2,41
940,Place940,34.25712,123.33416,Description940,,41
941,Place941,29.70735,-58.60972,Description941,,41
942,Place942,-32.65315,-149.36169,Description942,8,41
943,Place943,-17.87948,-143.66124,Description943,5,41
944,Place944,-0.94978,-51.56229,Description944,3,41
945,Place945,37.25136,-162.15191,Description945,5,41
946,Place946,7.46771,74.68182,Description946,7,41
947,Place947,-70.13758,-15.59011,Description947,,41
948,Place948,-30.9547,28.7329,Description948,2,41
949,Place949,-30.61904,-11.75102,Description949,10,41
950,Place950,62.74509,63.7467,Description950,,41
951,Place951,-53.00105,160.46294,Description951,,41
952,Place952,-1.34555,31.2377,Description952,8,41
953,Place953,-7.27753,17.1671,Description953,8,41
954,Place954,0.74902,37.33448,Description954,3,41
955,Place955,18.61888,-3.24077,Description955,2,41
956,Place956,-30.27785,-19.73059,Description956,7,41
957,Place957,-28.73403,48.93086,Description957,8,41
958,Place958,68.51558,121.64529,Description958,8,41
959,Place959,-0.14084,28.39595,Description959,3,41
960,Place960,37.38242,126.70305,Description960,5,41
961,Place961,26.27337,-138.70066,Description961,8,41
962,Place962,66.8489,-95.77758,Description962,,41
963,Place963,-39.71965,-93.36529,Description963,10,41
964,Place964,13.88204,15.71063,Description964,8,41
965,Place965,-61.59325,26.42082,Description965,2,41
966,Place966,-5.67413,166.7331,Description966,7,42
967,Place967,21.47194,89.85061,Description967,10,42
968,Place968,-62.66438,39.36412,Description968,3,42
969,Place969,60.19175,154.41187,Description969,8,42
970,Place970,16.97201,-176.3553,Description970,5,42
971,Place971,-9.6698,-168.31933,Description971,,42
972,Place972,-10.97263,-97.26578,Description972,,42
973,Place973,69.36673,-71.3309,Description973,3,42
974,Place974,-33.84193,76.75138,Description974,10,42
975,Place975,-53.36117,-81.03183,Description975,5,42
976,Place976,-34.87895,-49.50719,Description976,2,42
977,Place977,32.02152,-37.4951,Description977,7,42
978,Place978,-45.87223,99.96321,Description978,8,42
979,Place979,10.68253,45.08515,Description979,4,42
980,Place980,43.07996,139.3109,Description980,4,42
981,Place981,-82.56793,-96.0106,Description981,3,42
982,Place982,-21.33343,50.57613,Description982,10,42
983,Place983,-26.10809,172.07604,Description983,3,42
984,Place984,-57.836,23.97785,Description984,7,42
985,Place985,-27.53998,73.94568,Description985,2,42
986,Place986,-54.51051,-25.95257,Description986,5,42
987,Place987,-39.40915,99.34133,Description987,2,42
988,Place988,6.44725,148.62347,Description988,3,42
989,Place989,-0.01217,84.18269,Description989,2,42
990,Place990,-71.71134,146.67199,Description990,,42
991,Place991,-49.64247,95.61575,Description991,7,42
992,Place992,48.81491,-29.73497,Description992,5,42
993,Place993,-54.69013,-35.68135,Description993,6,42
994,Place994,-15.06918,137.27711,Description994,3,42
995,Place995,50.24389,-155.70616,Description995,7,43
996,Place996,31.34203,178.9911,Description996,10,43
997,Place997,38.30189,-169.30475,Description997,5,43
998,Place998,53.24015,-67.66459,Description998,,43
999,Place999,-52.77855,97.50209,Description999,5,43
1000,Place1000,-59.48686,146.86984,Description1000,5,43
1001,Place1001,25.14537,15.5329,Description1001,2,43
1002,Place1002,-45.28375,11.5107,Description1002,,43
1003,Place1003,18.0381,25.29285,Description1003,2,43
1004,Place1004,13.39174,-73.54343,Description1004,6,43
1005,Place1005,-41.97388,91.23499,Description1005,3,43
1006,Place1006,-37.12948,18.56073,Description1006,5,43
1007,Place1007,36.76634,-9.57928,Description1007,2,43
1008,Place1008,57.16054,-92.08209,Description1008,5,43
1009,Place1009,6.80414,-80.43032,Description1009,3,43
1010,Place1010,-34.53086,173.61569,Description1010,3,43
1011,Place1011,-17.48472,-147.27471,Description1011,7,43
1012,Place1012,-40.39506,34.78525,Description1012,2,43
1013,Place1013,-65.86399,-99.65765,Description1013,,43
1014,Place1014,-54.00367,25.45578,Description1014,8,43
1015,Place1015,-0.60141,-13.93318,Description1015,3,43
1016,Place1016,47.58278,-13.62536,Description1016,10,43
1017,Place1017,-70.24129,-134.30494,Description1017,10,43
1018,Place1018,-17.1306,-108.55605,Description1018,6,43
1019,Place1019,-17.10473,-89.57602,Description1019,6,43
1020,Place1020,-32.1828,175.28854,Description1020,3,44
1021,Place1021,70.06335,-141.82407,Description1021,2,44
1022,Place1022,8.22847,-50.37243,Description1022,2,44
1023,Place1023,-36.42897,96.9104,Description1023,,44
1024,Place1024,51.32425,-122.3305,Description1024,8,44
1025,Place1025,-42.42082,60.58204,Description1025,7,44
1026,Place1026,0.54591,84.93967,Description1026,7,44
1027,Place1027,6.0233,-5.95387,Description1027,10,44
1028,Place1028,-30.70841,25.00487,Description1028,7,44
1029,Place1029,-80.34866,-107.42418,Description1029,7,44
1030,Place1030,5.74699,150.22951,Description1030,8,44
1031,Place1031,-59.95361,7.28922,Description1031,7,44
1032,Place1032,31.38994,-162.32595,Description1032,8,44
1033,Place1033,-26.963,17.2904,Description1033,,44
1034,Place1034,-38.45841,88.6759,Description1034,7,44
1035,Place1035,-51.31685,162.37058,Description1035,10,44
1036,Place1036,-1.25721,-71.8491,Description1036,5,44
1037,Place1037,35.15292,-78.18966,Description1037,,44
1038,Place1038,11.89682,-111.85008,Description1038,,44
1039,Place1039,38.18008,-5.20346,Description1039,5,44
1040,Place1040,-27.26487,-167.1448,Description1040,3,44
1041,Place1041,46.58499,73.09536,Description1041,8,44
1042,Place1042,-31.21884,-19.66895,Description1042,6,44
1043,Place1043,8.73734,102.33304,Description1043,6,44
1044,Place1044,-21.47458,-58.54657,Description1044,8,44
1045,Place1045,-1.2336,123.36677,Description1045,10,44
1046,Place1046,17.6976,84.49741,Description1046,5,44
1047,Place1047,-14.35649,-175.40555,Description1047,8,44
1048,Place1048,67.49546,88.1792,Description1048,7,44
1049,Place1049,-24.90401,-63.59856,Description1049,8,44
1050,Place1050,-73.39179,81.42273,Description1050,8,44
1051,Place1051,-82.08889,-149.61146,Description1051,8,44
1052,Place1052,-49.95315,-86.25494,Description1052,10,44
1053,Place1053,15.82419,53.38594,Description1053,8,44
1054,Place1054,22.06115,-99.65065,Description1054,2,44
1055,Place1055,25.96798,30.1414,Description1055,5,44
1056,Place1056,-7.72552,58.53491,Description1056,3,44
1057,Place1057,-38.48245,138.01217,Description1057,3,45
1058,Place1058,-10.22896,151.12701,Description1058,6,45
1059,Place1059,-2.4424,-28.68361,Description1059,3,45
1060,Place1060,-21.92259,-131.6128,Description1060,5,45
1061,Place1061,-16.50257,-106.41843,Description1061,7,45
1062,Place1062,2.34416,21.94981,Description1062,7,45
1063,Place1063,37.78671,-178.83862,Description1063,6,45
1064,Place1064,18.21229,9.42814,Description1064,2,45
1065,Place1065,-2.20762,-159.02669,Description1065,3,45
1066,Place1066,-59.6401,-150.82053,Description1066,3,45
1067,Place1067,32.5329,16.28517,Description1067,7,45
1068,Place1068,-31.79592,90.73456,Description1068,2,45
1069,Place1069,-28.04019,154.38999,Description1069,,45
1070,Place1070,70.54627,73.94304,Description1070,10,45
1071,Place1071,-48.28398,-130.44147,Description1071,8,45
1072,Place1072,-35.5952,-111.50859,Description1072,5,45
1073,Place1073,-72.5011,-85.22857,Description1073,5,45
1074,Place1074,64.70255,170.81836,Description1074,3,45
1075,Place1075,70.58043,-153.93899,Description1075,7,45
1076,Place1076,52.55989,79.75501,Description1076,10,45
1077,Place1077,23.00929,-172.03552,Description1077,5,45
1078,Place1078,-35.70839,39.61594,Description1078,2,45
1079,Place1079,50.63936,86.0217,Description1079,5,45
1080,Place1080,48.07313,-79.97293,Description1080,,45
1081,Place1081,45.15338,-147.113,Description1081,8,45
1082,Place1082,25.11729,-103.28539,Description1082,2,45
1083,Place1083,5.38571,-5.30609,Description1083,5,45
1084,Place1084,1.98225,100.87987,Description1084,3,45
1085,Place1085,20.36113,-150.12948,Description1085,2,45
1086,Place1086,-28.71622,-146.52146,Description1086,7,45
1087,Place1087,-20.50193,162.47325,Description1087,8,45
1088,Place1088,-34.74852,-166.72013,Description1088,5,45
1089,Place1089,45.95305,74.30649,Description1089,5,45
1090,Place1090,7.31907,46.30995,Description1090,7,45
1091,Place1091,-14.91812,-107.79582,Description1091,3,46
1092,Place1092,38.83756,146.71279,Description1092,3,46
1093,Place1093,-50.07505,-110.86746,Description1093,3,46
1094,Place1094,61.4625,90.79335,Description1094,8,46
1095,Place1095,-52.61679,174.81157,Description1095,3,46
1096,Place1096,-18.19991,-42.29349,Description1096,,46
1097,Place1097,-49.37322,87.52268,Description1097,5,46
1098,Place1098,-14.87427,-150.13509,Description1098,,46
1099,Place1099,57.44711,-103.71729,Description1099,10,46
1100,Place1100,-17.20296,-28.15073,Description1100,8,46
1101,Place1101,-11.38356,-13.88315,Description1101,10,46
1102,Place1102,-48.68194,-148.97234,Description1102,3,46
1103,Place1103,-16.21352,144.84498,Description1103,6,48
1104,Place1104,-51.48499,120.4054,Description1104,10,48
1105,Place1105,5.64519,0.50117,Description1105,3,48
1106,Place1106,62.98546,-107.96503,Description1106,10,48
1107,Place1107,-15.92784,-27.02485,Description1107,10,48
1108,Place1108,43.63624,-136.32446,Description1108,8,48
